,name,full_name,birth_date,age,height_cm,weight_kgs,body_mass_index,positions,primary_position,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,setpiece_stats,attacking_stats,skill_stats,movement_stats,power_stats,mentality_stats,defending_stats
116,Oyarzabal,Mikel Oyarzabal Ugarte,04/21/97,21,154.94,78.0,32.49,"LW,LM,RW",LW,Spain,80,87,21000000.0,29000.0,Left,1,3,3,Lean,48300000.0,68.75,69.4,76.4,73.6,68.2,58.67,37.33
117,Everton Andrão,Everton Jorge Andrade Zanon,02/29/84,35,152.4,74.8,32.21,"CDM,CM",CDM,Brazil,80,80,4500000.0,34000.0,Right,1,4,2,Stocky,8500000.0,64.75,65.6,69.6,74.0,72.6,69.33,79.33
118,Welington Dano,Welington Kauê Dano Nascimento,02/29/88,31,152.4,68.9,29.67,"LB,LM",LB,Brazil,80,80,10500000.0,34000.0,Left,1,4,4,Lean,20000000.0,74.25,65.4,72.2,80.4,67.2,72.67,76.0
119,Richarlison,Richarlison de Andrade,05/10/97,21,154.94,71.2,29.66,"ST,LW,LM",ST,Brazil,80,86,21000000.0,84000.0,Right,1,5,4,Normal,44100000.0,67.0,72.4,71.8,79.8,75.8,69.17,42.0
120,Odriozola,Álvaro Odriozola Arzalluz,12/14/95,23,175.26,66.2,21.55,RB,RB,Spain,80,88,18500000.0,115000.0,Right,1,3,3,Lean,41600000.0,70.5,64.8,63.0,79.2,66.2,66.67,80.67
121,Carlos Soler,Carlos Soler Barragán,01/02/97,22,154.94,76.2,31.74,"RM,CM",RM,Spain,80,87,21000000.0,31000.0,Right,1,4,4,Lean,48300000.0,74.5,71.8,78.0,76.0,70.4,70.83,60.33
122,H. Aouar,Houssem Aouar,06/30/98,20,175.26,69.9,22.76,"CM,LM",CM,France,80,90,23500000.0,51000.0,Right,1,4,4,Lean,49400000.0,71.75,69.2,76.2,79.6,65.8,72.83,63.67
123,T. Ndombele,Tanguy NDombèlé Alvaro,12/28/96,22,154.94,76.2,31.74,"CM,CDM",CM,France,80,89,22500000.0,51000.0,Right,1,3,4,Normal,47300000.0,68.25,64.8,75.8,81.4,73.8,74.5,69.33
124,M. Gómez,Maximiliano Gómez,08/14/96,22,185.42,83.9,24.4,ST,ST,Uruguay,80,85,20500000.0,25000.0,Right,1,3,4,Normal,44600000.0,62.25,74.8,66.4,60.2,75.8,62.17,26.0
125,Joaquín,Joaquín Sánchez Rodríguez,07/21/81,37,152.4,74.8,32.21,"LM,ST,RM",LM,Spain,81,81,6000000.0,24000.0,Right,2,3,4,Normal,12600000.0,82.75,75.2,83.0,72.8,60.4,68.17,42.33
126,J. Mathieu,Jérémy Mathieu,10/29/83,35,187.96,83.9,23.75,CB,CB,France,81,81,5500000.0,18000.0,Left,3,2,2,Normal,11000000.0,77.5,69.0,73.0,62.2,77.2,69.67,84.0
127,J. Matip,Joël Andre Job Matip,08/08/91,27,193.04,89.8,24.1,CB,CB,Cameroon,80,82,15000000.0,99000.0,Right,2,2,2,Lean,28900000.0,58.25,59.8,58.6,60.8,66.0,66.33,80.67
128,S. Aurier,Serge Aurier,12/24/92,26,175.26,76.2,24.81,"RB,RWB",RB,Ivory Coast,80,83,15500000.0,82000.0,Right,2,3,3,Normal,29800000.0,72.0,67.4,65.2,77.4,74.8,74.5,79.33
129,J. Guilavogui,Josuha Guilavogui,09/19/90,28,187.96,77.1,21.82,"CDM,CM",CDM,France,80,81,14000000.0,49000.0,Right,2,3,2,Lean,24900000.0,54.75,62.6,61.4,63.8,75.8,69.5,81.33
130,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,08/15/93,25,175.26,69.9,22.76,"CM,RM",CM,England,80,85,19500000.0,94000.0,Right,2,4,4,Stocky,37500000.0,73.75,64.8,75.2,83.2,75.8,75.83,67.67
131,M. Ryan,Mathew Ryan,04/08/92,26,182.88,82.1,24.55,GK,GK,Australia,80,83,13000000.0,43000.0,Right,1,4,1,Normal,25700000.0,29.0,20.6,23.4,56.2,46.6,37.67,15.67
132,V. Aboubakar,Vincent Paté Aboubakar,01/22/92,27,182.88,82.1,24.55,ST,ST,Cameroon,80,81,17500000.0,19000.0,Right,3,3,5,Normal,36300000.0,70.25,74.0,75.2,74.0,80.2,72.17,28.67
133,L. Muriel,Luis Fernando Muriel Fruto,04/16/91,27,152.4,78.9,33.97,ST,ST,Colombia,80,81,17500000.0,24000.0,Right,2,4,4,Stocky,0.0,67.0,71.0,72.0,83.8,71.6,61.5,24.0
134,D. Vida,Domagoj Vida,04/29/89,29,182.88,76.2,22.78,"CB,RB",CB,Croatia,80,80,11500000.0,55000.0,Right,3,3,2,Lean,21900000.0,55.0,57.4,51.6,70.4,61.6,64.33,82.33
135,Ibai Gómez,Ibai Gómez Pérez,11/11/89,29,152.4,72.1,31.04,"RM,RW,LM",RM,Spain,80,80,15000000.0,31000.0,Right,1,5,3,Normal,31500000.0,76.75,71.4,81.4,77.6,73.8,66.33,62.0
136,Cristian Tello,Cristian Tello Herrera,08/19/91,27,152.4,64.9,27.94,"LM,RM",LM,Spain,80,80,16000000.0,30000.0,Right,2,4,4,Lean,33600000.0,71.25,70.2,77.2,82.8,70.6,59.33,37.0
137,Ismaily,Ismaily Gonçalves dos S.,01/11/90,29,152.4,82.1,35.35,LB,LB,Brazil,80,80,11500000.0,1000.0,Left,1,2,4,Stocky,24200000.0,65.75,67.0,69.2,79.8,74.0,70.83,75.33
138,A. Mandi,Aïssa Mandi,10/22/91,27,182.88,78.0,23.32,CB,CB,Algeria,80,83,15500000.0,27000.0,Right,1,3,2,Lean,33700000.0,63.75,66.0,66.2,71.2,65.2,66.17,81.67
139,C. Tătăruşanu,Anton Ciprian Tătărușanu,02/09/86,33,195.58,86.2,22.54,GK,GK,Romania,80,80,8500000.0,25000.0,Right,2,3,1,Lean,16200000.0,19.25,18.2,18.8,52.0,41.4,30.17,13.0
140,J. Murillo,Jeison Fabián Murillo Cerón,05/27/92,26,182.88,78.0,23.32,CB,CB,Colombia,80,84,16000000.0,38000.0,Right,2,2,2,Normal,0.0,50.5,58.2,49.6,74.6,64.4,64.5,79.67
141,E. Dier,Eric Dier,01/15/94,25,187.96,89.8,25.42,"CDM,CB,CM",CDM,England,80,84,16500000.0,73000.0,Right,2,3,2,Normal,31800000.0,68.75,65.8,69.4,59.6,79.6,73.17,82.0
142,J. Butland,Jack Butland,03/10/93,25,195.58,94.8,24.78,GK,GK,England,80,85,14000000.0,39000.0,Right,2,3,1,Normal,27700000.0,23.75,18.2,22.6,58.2,47.4,37.83,15.67
143,S. Sorrentino,Stefano Sorrentino,03/28/79,39,185.42,84.8,24.67,GK,GK,Italy,80,80,1000000.0,10000.0,Right,2,3,1,Normal,1800000.0,19.75,17.0,18.6,48.2,42.0,29.5,16.0
144,W. Rooney,Wayne Mark Rooney,10/24/85,33,175.26,83.0,27.02,ST,ST,England,80,80,12000000.0,13000.0,Right,4,4,3,Stocky,18000000.0,80.0,78.4,80.6,71.0,78.2,77.67,50.67
145,Moyá,Miguel Ángel Moyá Rumbo,04/02/84,34,187.96,83.0,23.49,GK,GK,Spain,80,80,6000000.0,26000.0,Right,2,2,1,Normal,12600000.0,18.25,15.6,20.0,51.4,37.2,30.33,14.33
146,L. López,Lisandro López,03/02/83,36,175.26,72.1,23.47,ST,ST,Argentina,80,80,7000000.0,23000.0,Right,2,4,4,Normal,9800000.0,74.0,75.2,75.8,80.2,77.6,72.17,42.33
147,J. Mascherano,Javier Alejandro Mascherano,06/08/84,34,175.26,73.0,23.77,"CDM,CB",CDM,Argentina,80,80,4500000.0,20000.0,Right,4,3,2,Normal,9700000.0,65.25,60.2,65.2,72.0,71.8,72.17,80.33
148,Raffael,Raffael Caetano de Araújo,03/28/85,33,175.26,68.9,22.43,"CF,ST",CF,Brazil,80,80,9500000.0,39000.0,Right,2,4,4,Lean,16200000.0,76.25,77.0,80.8,75.4,69.0,70.83,38.67
149,Diego López,Diego López Rodríguez,11/03/81,37,195.58,88.9,23.24,GK,GK,Spain,80,80,2000000.0,17000.0,Right,3,3,1,Lean,4200000.0,16.25,15.0,15.6,51.8,41.8,33.17,14.33
150,Juanfran,Juan Francisco Torres Belén,01/09/85,34,154.94,71.2,29.66,RB,RB,Spain,80,80,5500000.0,53000.0,Right,3,3,3,Lean,11300000.0,73.25,64.0,71.6,75.2,68.6,72.33,78.67
151,I. Denisov,Igor Denisov,05/17/84,34,175.26,69.9,22.76,CDM,CDM,Russia,80,80,4500000.0,1000.0,Right,2,3,3,Normal,9400000.0,66.0,66.4,68.2,72.2,70.6,74.17,78.33
152,I. Akinfeev,Igor Akinfeev,04/08/86,32,185.42,78.0,22.69,GK,GK,Russia,80,80,8500000.0,1000.0,Right,3,3,1,Normal,18700000.0,17.5,16.6,18.2,54.0,41.2,31.33,14.67
153,A. Gignac,André-Pierre Gignac,12/05/85,33,187.96,91.2,25.81,ST,ST,France,80,80,12000000.0,70000.0,Right,3,3,3,Stocky,19200000.0,73.75,76.4,72.0,68.4,79.2,73.67,32.33
154,A. Granqvist,Andreas Granqvist,04/16/85,33,193.04,83.9,22.51,CB,CB,Sweden,80,80,700000.0,3000.0,Right,2,4,2,Normal,0.0,57.75,58.2,51.0,52.4,69.4,70.5,81.33
155,Manuel Fernandes,Manuel Henrique Tavares Fernandes,02/05/86,33,175.26,74.8,24.35,"LM,CAM",LM,Portugal,80,80,11500000.0,1000.0,Right,2,4,4,Normal,24200000.0,75.25,71.6,78.0,78.6,76.0,73.0,66.33
156,Dante,Dante Bonfim da Costa Santos,10/18/83,35,187.96,84.8,24.0,CB,CB,Brazil,80,80,4500000.0,37000.0,Left,3,4,2,Normal,8500000.0,60.5,60.6,62.6,54.2,65.0,65.17,80.67
157,L. Perrin,Loïc Perrin,08/07/85,33,154.94,79.8,33.24,CB,CB,France,80,80,8500000.0,37000.0,Right,2,3,2,Normal,16200000.0,67.25,63.8,64.4,66.0,71.2,71.5,81.0
158,Borja Valero,Borja Valero Iglesias,01/12/85,34,175.26,73.0,23.77,"CAM,CDM",CAM,Spain,80,80,9000000.0,69000.0,Right,3,4,4,Normal,15300000.0,78.25,72.8,81.4,67.6,68.8,72.0,64.33
159,A. Januzaj,Adnan Januzaj,02/05/95,24,185.42,76.2,22.16,"RW,RM",RW,Belgium,79,85,17500000.0,32000.0,Left,1,4,4,Lean,40300000.0,74.0,68.2,77.2,78.4,66.6,61.17,24.67
160,J. Hector,Jonas Hector,05/27/90,28,185.42,74.8,21.76,"LB,CDM",LB,Germany,79,79,10000000.0,26000.0,Left,3,3,3,Normal,15000000.0,70.75,66.8,71.0,73.2,70.8,71.5,78.0
161,M. Dabbur,Moanes Dabour,05/14/92,26,182.88,76.2,22.78,ST,ST,Israel,79,81,15500000.0,47000.0,Right,2,4,4,Normal,24400000.0,65.25,70.6,71.2,75.2,78.0,57.83,28.67
162,Óliver Torres,Óliver Torres Muñoz,11/10/94,24,175.26,63.0,20.51,CM,CM,Spain,79,84,16500000.0,15000.0,Right,3,4,3,Normal,34200000.0,73.0,67.2,77.2,74.2,62.4,71.17,64.67
163,Y. Bounou,Yassine Bounou,04/05/91,27,193.04,78.0,20.93,GK,GK,Morocco,79,82,10500000.0,26000.0,Left,1,3,1,Lean,22800000.0,23.75,19.0,21.4,43.2,40.8,31.33,17.67
164,J. Hofmann,Jonas Hofmann,07/14/92,26,175.26,69.9,22.76,"CAM,RM,LM",CAM,Germany,79,80,15000000.0,32000.0,Right,2,4,3,Lean,26600000.0,72.5,66.2,74.2,77.6,67.8,65.67,44.33
165,Otávio,Otávio Edmilson da Silva Monteiro,02/09/95,24,172.72,71.2,23.87,"RM,CAM,CM",RM,Brazil,79,85,17500000.0,15000.0,Right,1,3,4,Normal,38500000.0,74.5,68.2,77.4,79.6,62.8,71.0,40.0
166,Jonny,Jonathan Castro Otto,03/03/94,25,170.18,69.9,24.14,LWB,LWB,Spain,79,83,13500000.0,59000.0,Right,2,3,4,Normal,26700000.0,61.25,61.8,65.2,75.4,67.0,68.67,79.67
167,L. Dendoncker,Leander Dendoncker,04/15/95,23,187.96,88.0,24.91,"CDM,CB,CM",CDM,Belgium,79,85,14500000.0,20000.0,Right,2,4,2,Normal,0.0,67.25,73.8,72.8,63.8,81.0,69.67,76.67
168,R. Zobnin,Roman Zobnin,02/11/94,25,182.88,74.8,22.37,"CDM,CM,LM",CDM,Russia,79,86,15000000.0,1000.0,Right,1,3,4,Lean,34500000.0,67.5,68.0,74.6,73.2,69.6,69.17,78.67
169,Ricardo Horta,Ricardo Jorge da Luz Horta,09/15/94,24,172.72,63.0,21.12,LM,LM,Portugal,79,84,17000000.0,16000.0,Right,1,3,3,Lean,35300000.0,73.75,72.0,75.6,80.8,67.2,69.33,37.0
170,Thiago Mendes,Thiago Henrique Mendes Ribeiro,03/15/92,26,152.4,79.8,34.36,"CDM,CM,RM",CDM,Brazil,79,83,13500000.0,35000.0,Right,1,3,4,Normal,26700000.0,68.75,66.2,76.8,77.2,75.6,74.17,75.33
171,J. Lerma,Jefferson Andrés Lerma Solís,10/25/94,24,152.4,69.9,30.1,"CDM,CM",CDM,Colombia,79,83,14000000.0,55000.0,Right,1,4,3,Lean,27700000.0,66.5,64.0,70.6,74.6,81.4,68.33,80.0
172,J. Gbamin,Jean-Philippe Gbamin,09/25/95,23,185.42,83.0,24.14,"CDM,CM,CB",CDM,Ivory Coast,79,84,14500000.0,26000.0,Right,1,3,3,Normal,25700000.0,61.25,60.6,69.6,74.2,79.2,68.83,76.67
173,I. Marcone,Iván Marcone,06/03/90,28,182.88,83.0,24.82,CDM,CDM,Argentina,79,80,11500000.0,27000.0,Right,1,3,3,Normal,17000000.0,64.75,61.6,68.8,57.4,69.0,70.0,75.0
174,D. Benedetto,Darío Benedetto,05/17/90,28,152.4,79.8,34.36,ST,ST,Argentina,79,79,13000000.0,32000.0,Right,2,5,3,Normal,18200000.0,64.75,70.8,67.6,77.0,80.2,65.83,31.67
175,M. Hitz,Marwin Hitz,09/18/87,31,193.04,88.9,23.86,GK,GK,Switzerland,79,79,8000000.0,41000.0,Right,2,3,1,Normal,13600000.0,18.5,22.4,17.4,46.2,46.6,22.5,14.0
176,N. Clyne,Nathaniel Edwin Clyne,04/05/91,27,175.26,67.1,21.85,RB,RB,England,79,80,11500000.0,94000.0,Right,2,2,3,Normal,0.0,63.5,64.0,64.6,76.8,71.0,68.67,80.33
177,A. Ljajić,Adem Ljajić,09/29/91,27,182.88,73.9,22.1,"CAM,LW",CAM,Serbia,79,80,15000000.0,49000.0,Right,2,4,4,Lean,0.0,74.25,68.2,80.8,78.2,69.0,62.67,36.33
178,J. Guðmundsson,Johann  Berg Guðmunds­son,10/27/90,28,152.4,77.1,33.2,"RM,LM",RM,Iceland,79,79,13000000.0,61000.0,Left,1,4,4,Normal,24700000.0,76.5,73.2,77.6,77.0,77.2,71.5,59.33
179,Elkeson,Elkeson de Oliveira Cardoso,07/13/89,29,154.94,77.1,32.12,"ST,CAM",ST,Brazil,79,79,13000000.0,25000.0,Right,2,4,4,Stocky,28600000.0,73.5,74.4,75.0,77.6,78.0,73.33,40.67
180,Kike García,Enrique García Martínez,11/25/89,29,185.42,78.9,22.95,ST,ST,Spain,79,79,13000000.0,32000.0,Right,1,4,3,Normal,27300000.0,54.25,73.4,58.4,65.4,76.2,67.5,30.0
181,Escudero,Sergio Escudero Palomo,09/02/89,29,175.26,72.1,23.47,"LB,LM",LB,Spain,79,79,10000000.0,20000.0,Left,1,2,3,Lean,21000000.0,73.25,66.6,71.6,75.6,74.0,70.17,78.67
182,Herrerín,Iago Herrerín Buisán,01/25/88,31,187.96,94.8,26.83,GK,GK,Spain,79,79,8000000.0,21000.0,Right,1,3,1,Normal,16800000.0,20.75,14.4,17.4,52.8,45.4,33.17,14.67
183,Víctor Ruiz,Víctor Ruíz Torre,01/25/89,30,185.42,78.0,22.69,CB,CB,Spain,79,79,10000000.0,35000.0,Left,2,2,2,Normal,21000000.0,59.25,55.6,61.0,60.6,65.4,62.17,80.67
184,G. Medel,Gary Alexis Medel Soto,08/03/87,31,170.18,64.9,22.41,"CDM,CB",CDM,Chile,79,79,9500000.0,50000.0,Right,3,4,3,Stocky,18100000.0,54.0,57.2,57.4,78.4,74.6,72.0,78.0
185,Y. Belhanda,Younès Belhanda,02/25/90,29,152.4,74.8,32.21,"CAM,LW",CAM,Morocco,79,79,12500000.0,65000.0,Right,2,4,4,Normal,23800000.0,78.25,73.4,79.8,77.8,76.2,73.5,53.0
186,Hugo Mallo,Hugo Mallo Novegil,06/22/91,27,175.26,72.1,23.47,RB,RB,Spain,79,79,10500000.0,26000.0,Right,2,3,3,Normal,22100000.0,63.0,55.0,66.6,73.0,71.0,60.0,77.33
187,Borja García,Borja García Freire,11/02/90,28,175.26,72.1,23.47,"LM,CM",LM,Spain,79,79,13000000.0,35000.0,Right,1,3,3,Normal,27300000.0,69.75,68.2,72.4,76.4,70.2,66.17,58.67
188,W. Khazri,Wahbi Khazri,02/08/91,28,175.26,82.1,26.73,"ST,CF,CAM,LM",ST,Tunisia,79,79,13500000.0,41000.0,Right,1,4,4,Stocky,25700000.0,75.75,71.6,77.6,75.6,69.8,75.17,36.33
189,P. Jones,Phil Jones,02/21/92,27,185.42,71.2,20.71,CB,CB,England,79,80,12000000.0,110000.0,Right,2,3,2,Normal,23700000.0,55.0,60.8,52.6,60.2,70.4,63.67,79.0
190,A. Finnbogason,Alfreð Finnbogason,02/01/89,30,182.88,79.8,23.86,ST,ST,Iceland,79,79,12500000.0,35000.0,Right,2,4,3,Normal,22500000.0,62.25,67.6,64.8,70.8,74.2,69.0,32.0
191,Vinícius Júnior,Vinícius José de Oliveira Júnior,07/12/00,18,175.26,73.0,23.77,"LW,RW",LW,Brazil,78,92,20500000.0,70000.0,Right,1,4,5,Lean,54800000.0,69.75,67.0,73.6,86.6,71.8,60.5,25.0
192,Junior Firpo,Héctor Junior Firpo Adamés,08/22/96,22,182.88,74.8,22.37,"LWB,LB,CB,LM",LWB,Spain,78,85,12500000.0,17000.0,Left,1,3,3,Normal,28800000.0,62.5,69.6,65.4,72.6,69.4,61.67,75.67
193,E. Belözoğlu,Emre Belözoğlu,09/07/80,38,170.18,72.1,24.9,"CM,CDM",CM,Turkey,79,79,4000000.0,23000.0,Left,2,4,4,Stocky,7600000.0,83.5,69.0,81.6,62.6,69.4,77.67,64.0
194,Fernando Torres,Fernando José Torres Sanz,03/20/84,34,185.42,78.9,22.95,ST,ST,Spain,79,79,6500000.0,9000.0,Right,3,4,3,Normal,8100000.0,68.25,75.6,70.4,68.4,72.8,63.5,26.33
195,B. Schweinsteiger,Bastian Schweinsteiger,08/01/84,34,182.88,78.9,23.59,"CDM,CB,CM",CDM,Germany,79,79,5000000.0,10000.0,Right,4,3,3,Normal,7500000.0,79.5,76.2,77.6,55.6,74.2,77.5,73.67
196,B. Yılmaz,Burak Yılmaz,07/15/85,33,187.96,77.1,21.82,ST,ST,Turkey,79,79,10000000.0,59000.0,Right,2,3,3,Lean,19000000.0,66.75,73.0,65.6,72.2,74.6,69.5,28.0
197,M. Gómez,Mario Gómez García,07/10/85,33,187.96,88.9,25.16,ST,ST,Germany,79,79,10000000.0,44000.0,Right,3,4,3,Normal,17000000.0,61.75,73.0,59.2,64.2,75.4,64.83,30.33
198,A. Young,Ashley Young,07/09/85,33,175.26,64.9,21.13,"RB,LB",RB,England,79,79,7000000.0,110000.0,Right,2,3,4,Lean,13300000.0,74.5,70.6,77.0,76.4,67.4,72.67,76.33
199,R. Babel,Ryan Guno Babel,12/19/86,32,185.42,84.8,24.67,LW,LW,Netherlands,79,79,11000000.0,70000.0,Right,3,3,4,Normal,20900000.0,71.25,71.6,71.0,77.2,80.8,64.67,29.33
200,B. Costil,Benoît Costil,07/03/87,31,187.96,88.0,24.91,GK,GK,France,79,79,8000000.0,35000.0,Right,2,3,1,Normal,16000000.0,17.75,17.4,16.2,52.0,35.8,28.83,13.67
201,S. Kalou,Salomon Armand Magloire Kalou,08/05/85,33,182.88,77.1,23.05,"LM,ST,RM",LM,Ivory Coast,79,79,10000000.0,34000.0,Right,3,3,4,Lean,17000000.0,74.5,76.6,76.2,73.2,70.0,65.67,38.33
202,E. Lavezzi,Ezequiel Iván Lavezzi,05/03/85,33,172.72,74.8,25.07,"ST,CAM",ST,Argentina,79,79,8000000.0,22000.0,Right,3,4,4,Stocky,17200000.0,73.5,74.2,78.4,84.2,75.6,69.33,39.0
203,H. Ben Arfa,Hatem Ben Arfa,03/07/87,32,152.4,73.9,31.82,"CAM,ST",CAM,France,79,79,11000000.0,38000.0,Left,3,4,5,Lean,20900000.0,76.0,67.2,78.2,75.4,70.4,68.83,26.33
204,B. Foster,Ben Foster,04/03/83,35,193.04,89.8,24.1,GK,GK,England,79,79,3000000.0,29000.0,Left,2,3,1,Normal,5700000.0,25.75,19.4,20.6,53.0,41.0,33.0,17.0
205,T. Heaton,Tom Heaton,04/15/86,32,187.96,92.1,26.07,GK,GK,England,79,79,7000000.0,45000.0,Right,2,3,1,Normal,13300000.0,23.25,17.8,22.0,58.0,41.0,33.17,14.67
206,Charles,Charles Dias De Oliveira,04/04/84,34,152.4,74.8,32.21,ST,ST,Brazil,79,79,6500000.0,31000.0,Right,1,3,4,Normal,13700000.0,62.75,72.8,68.4,72.4,77.2,61.83,32.33
207,G. Cahill,Gary Cahill,12/19/85,33,193.04,88.0,23.62,CB,CB,England,79,79,7000000.0,94000.0,Right,3,3,2,Normal,13000000.0,47.25,55.6,50.2,51.2,69.8,64.67,80.0
208,A. Iwobi,Alex Iwobi,05/03/96,22,185.42,74.8,21.76,"LM,RM,LW",LM,Nigeria,78,84,14000000.0,81000.0,Right,1,3,4,Normal,29400000.0,63.5,61.4,66.8,77.6,63.4,60.83,26.33
209,R. Loftus-Cheek,Ruben Loftus-Cheek,01/23/96,23,190.5,88.0,24.25,"CM,LM",CM,England,78,85,14500000.0,81000.0,Right,1,3,4,Normal,29700000.0,61.5,64.4,71.8,71.0,68.2,69.83,62.33
210,A. Selikhov,Alexandr Selikhov,04/07/94,24,187.96,84.8,24.0,GK,GK,Russia,78,82,9500000.0,1000.0,Right,1,4,1,Normal,20700000.0,21.0,19.0,21.6,46.2,40.6,32.67,17.0
211,J. Mojica,Johan Andrés Mojica Palacio,08/21/92,26,185.42,73.0,21.23,"LWB,LM,LB",LWB,Colombia,78,81,10500000.0,28000.0,Left,1,2,3,Lean,22800000.0,72.5,63.4,73.8,76.8,70.8,69.5,74.67
212,W. Barrios,Wílmar Enrique Barrios Terán,10/16/93,25,152.4,71.2,30.66,"CDM,CM",CDM,Colombia,78,83,700000.0,3000.0,Right,1,3,3,Lean,0.0,46.75,49.6,52.4,74.4,68.0,66.17,79.67
213,C. Izquierdoz,Carlos Roberto Izquierdoz,11/03/88,30,185.42,88.9,25.86,CB,CB,Argentina,78,78,8000000.0,25000.0,Right,1,2,2,Normal,11200000.0,46.0,57.4,42.6,53.2,71.6,55.17,78.33
214,W. Benítez,Walter Benítez,01/19/93,26,190.5,91.2,25.13,GK,GK,Argentina,78,82,9500000.0,24000.0,Right,1,2,1,Normal,18800000.0,20.75,15.6,18.4,49.2,43.6,33.33,18.0
215,N. Maksimović,Nikola Maksimović,11/25/91,27,193.04,87.1,23.37,CB,CB,Serbia,78,81,11000000.0,54000.0,Right,2,3,2,Lean,19500000.0,39.75,46.6,44.2,61.6,57.6,52.33,79.33
216,A. Mitrović,Aleksandar Mitrović,09/16/94,24,187.96,82.1,23.24,ST,ST,Serbia,78,83,14000000.0,55000.0,Right,1,4,3,Stocky,27700000.0,45.25,67.6,55.0,67.2,77.6,66.5,20.67
217,M. Sportiello,Marco Sportiello,05/10/92,26,193.04,87.1,23.37,GK,GK,Italy,78,80,8500000.0,22000.0,Right,2,2,1,Lean,0.0,16.75,18.6,19.0,54.6,41.4,32.33,18.67
218,Capa,Ander Capa Rodríguez,05/14/92,26,175.26,74.8,24.35,RB,RB,Spain,78,81,10500000.0,23000.0,Right,1,4,3,Stocky,22800000.0,60.5,63.8,64.2,80.4,78.4,71.67,75.33
219,Marcelo Goiano,Marcelo Augusto Ferreira Teixeira,10/13/87,31,175.26,68.9,22.43,"RB,LB",RB,Brazil,78,78,7500000.0,15000.0,Right,1,4,3,Lean,15000000.0,62.0,58.8,63.2,76.0,71.8,65.17,77.33
220,Y. Tielemans,Youri Tielemans,05/07/97,21,175.26,72.1,23.47,"CM,CDM",CM,Belgium,78,87,16000000.0,47000.0,Right,2,5,4,Normal,0.0,78.5,72.4,78.6,64.6,76.2,75.5,69.0
221,S. Lobotka,Stanislav Lobotka,11/25/94,24,170.18,64.0,22.1,"CM,CDM",CM,Slovakia,78,84,14000000.0,22000.0,Right,1,4,4,Normal,32200000.0,67.0,59.8,71.6,74.4,70.8,67.33,70.33
222,M. Philipp,Maximilian Philipp,03/01/94,25,182.88,78.9,23.59,"ST,CF,LM,CAM",ST,Germany,78,83,14000000.0,48000.0,Right,2,4,4,Lean,24900000.0,67.25,71.6,72.2,79.8,71.2,64.33,42.0
223,L. Dubois,Léo Dubois,09/14/94,24,152.4,73.0,31.43,"RB,RWB",RB,France,78,82,11000000.0,47000.0,Right,1,4,3,Lean,21700000.0,67.0,67.6,71.0,73.4,71.6,66.83,80.33
224,L. Dunk,Lewis Dunk,11/21/91,27,193.04,88.0,23.62,CB,CB,England,78,81,11000000.0,46000.0,Right,1,3,2,Normal,21700000.0,41.25,48.0,52.8,51.2,62.2,56.83,78.0
225,C. Schindler,Christopher Schindler,04/29/90,28,187.96,77.1,21.82,CB,CB,Germany,78,80,10000000.0,48000.0,Right,1,3,2,Normal,19800000.0,53.25,49.2,50.4,63.0,59.2,60.5,80.0
226,Y. Konoplyanka,Yevhen Konoplyanka,09/29/89,29,152.4,78.0,33.58,"LM,LW,ST",LM,Ukraine,78,78,10500000.0,35000.0,Right,2,3,4,Normal,17900000.0,75.25,66.6,79.4,81.2,69.2,64.5,27.33
227,Pedro Mendes,Pedro Filipe Teodósio Mendes,10/01/90,28,185.42,78.0,22.69,CB,CB,Portugal,78,80,10000000.0,26000.0,Right,1,3,2,Normal,19800000.0,43.0,42.2,57.8,61.8,65.8,54.0,80.0
228,R. Saponara,Riccardo Saponara,12/21/91,27,182.88,73.0,21.83,CAM,CAM,Italy,78,78,11000000.0,56000.0,Right,2,4,4,Normal,0.0,74.0,68.0,78.4,71.0,67.8,64.0,41.67
229,L. Kurzawa,Layvin Kurzawa,09/04/92,26,182.88,76.2,22.78,"LB,LWB",LB,France,78,81,10500000.0,61000.0,Left,2,3,4,Lean,20200000.0,69.5,73.6,70.8,76.0,73.4,71.67,75.67
230,M. Hinteregger,Martin Hinteregger,09/07/92,26,182.88,83.0,24.82,CB,CB,Austria,78,80,10500000.0,24000.0,Left,2,3,2,Stocky,0.0,64.0,58.0,63.8,65.8,78.8,68.83,79.33
231,D. da Costa,Danny  Vieira da Costa,07/13/93,25,187.96,88.0,24.91,"RWB,RB,RM",RWB,Germany,78,80,10500000.0,29000.0,Right,1,3,3,Normal,18600000.0,63.25,63.0,66.0,73.2,73.6,63.67,76.0
232,Fernando,Fernando Lucas Martins,03/03/92,27,175.26,79.8,25.98,"CDM,CM",CDM,Brazil,78,80,10500000.0,1000.0,Right,1,3,3,Stocky,22800000.0,71.25,62.2,78.8,74.8,76.2,68.83,74.67
233,W. Boly,Willy Boly,02/03/91,28,195.58,97.1,25.38,CB,CB,France,78,80,10000000.0,62000.0,Right,1,4,2,Normal,19800000.0,52.25,50.6,50.6,59.6,57.2,64.17,76.33
